ClientID,Nom,Prénom,Email,Téléphone,Adresse,Ville,CodePostal,Pays,DateNaissance,Âge,Sexe,NuméroCarteCrédit,TypeCarteCrédit,DateExpirationCarte,SoldeCompte,TypeClient,NombreAchats,MontantTotalAchats,DernierAchat,ProduitPréféré,CatégorieProduitPréféré,FréquenceAchatMensuel,PanierMoyen,ScoreFidélité,NombreRemboursements,MontantTotalRemboursé,AvisClient,AbonnementNewsletter,TypePaiementFavori,StatutCompte,TauxRemboursement,MontantTotalDepensé,AchatsSup5,CatégorieClient
7cc46636-a0d2-4dba-a382-c78cf6fdd85c,81d6f316d169150d0e8733866c38684d,604c8dd5066ee30539037569a028dc9b,c1748f932e9e714becd8fc8d4a57df4c@masked.com,masked,masked,Lake James,35298,French Guiana,1985-09-11,36-45,M,**** **** **** 4821,JCB 15 digit,01,2258.24,Entreprise,6,53.29,2024-09-21,society,Alimentation,10,8.88,89,0,0.0,Très mécontent,True,Paypal,Actif,0.0,53.29,True,Petit Acheteur
0d37a8b7-9d93-4380-ab53-0fa29805b746,2e54334c0a5ce2e3e5a5845df3ab3ada,53cfbe4334e1550bd5201dfffb627317,4f362c5f293d59f4c32a9b2c707e15a3@masked.com,masked,masked,New Scott,63933,Cambodia,1947-07-01,65+,F,**** **** **** 4637,VISA 16 digit,01,497.56,Entreprise,5,2057.68,2025-01-17,cut,Électronique,0,411.54,56,0,0.0,Très satisfait,False,Virement,Actif,0.0,2057.68,False,Gros Acheteur
0d284237-716e-4bc3-8c57-aeba0f5ce1cb,34ef6e5315a36264ad7ef797adeb6d89,6fd5ab146e72e4446bbb6aa069d6c81c,1ad0b7cb151bb194cdbe54dc38a1d682@masked.com,masked,masked,South Martinshire,66088,Holy See (Vatican City State),1950-09-12,65+,M,**** **** **** 0939,American Express,01,163.26,Entreprise,14,3385.66,2024-01-08,bit,Sport,8,241.83,30,1,129.95,Mécontent,False,Carte bancaire,Inactif,0.038382471955246536,3255.71,True,Gros Acheteur
99f222df-6333-4160-8b47-ebddf0263b1e,e2e65d224e2fb19f277029417e79179a,2042101ac1f6e7741bfe43f3672e6d7c,00edf4326b7b100bf64a354565d6f8ee@masked.com,masked,masked,Jessicaton,56229,Turks And Caicos Islands,1947-01-30,65+,M,**** **** **** 8583,American Express,01,3357.34,Entreprise,18,8607.03,2023-11-06,garden,Alimentation,1,478.17,64,0,0.0,Satisfait,True,Virement,Inactif,0.0,8607.03,True,VIP
dc5ed7fa-d003-4fe0-bf86-a4a2734771b8,b9f70cbb473c65c19063cc40e14be4c4,c13e13da2073260c2194c15d782e86a9,391f4ec5f3bfa07396f3058dcb40b25a@masked.com,masked,masked,West Matthewport,15385,Sweden,1998-02-20,26-35,M,**** **** **** 2206,JCB 16 digit,01,3541.56,Entreprise,18,7528.0,2023-05-16,military,Alimentation,8,418.22,48,2,240.63,Neutre,True,Paypal,Inactif,0.03196466524973433,7287.37,True,VIP
1d2914a6-bd00-483d-ba2a-dfc01390e2b2,e95f770ac4fb91ac2e4873e4b2dfc0e6,7e014d9f08b5ea887eae96e5871d4b6b,80287334e1638ec40cda808e9a1d98ea@masked.com,masked,masked,Espinozashire,72179,Vietnam,1951-03-19,65+,M,**** **** **** 9171,Maestro,01,1957.83,Entreprise,5,472.78,2023-04-12,move,Maison,3,94.56,42,0,0.0,Très satisfait,False,Cryptomonnaie,Suspendu,0.0,472.78,False,Acheteur Régulier
2e94f90e-11eb-4269-a340-6322cc7bb1d2,2042101ac1f6e7741bfe43f3672e6d7c,22d5d814d801d8b3e1a1c3fc36796de9,0a88114436abfb182c03a51a57290b86@masked.com,masked,masked,Lake Kathryn,71242,Libyan Arab Jamahiriya,1974-02-28,46-55,F,**** **** **** 3385,American Express,01,4480.68,Particulier,11,1628.96,2023-08-24,manager,Maison,2,148.09,37,3,105.72,Neutre,False,Carte bancaire,Inactif,0.06490030448875356,1523.24,True,Gros Acheteur
50994b1a-da3c-45ed-9ef1-63e11ce2e708,387316d0d18d75aefa50ad1cadc39742,61409aa1fd47d4a5332de23cbf59a36f,a21c86cfc6fbaac4c310fbf87c8d6a13@masked.com,masked,masked,West Tonya,40037,Serbia,1989-03-07,36-45,M,**** **** **** 9522,Diners Club / Carte Blanche,01,260.63,Particulier,6,1854.47,2024-01-11,gas,Maison,0,309.08,31,3,114.08,Satisfait,False,Virement,Inactif,0.06151622835634979,1740.39,True,Gros Acheteur
56cc76cb-ab9d-457f-999f-6c10a06586f9,56c052be7cc218dbc1a4092a9db64c50,37905b9b4fdb8fa311b30448254d51fe,139954dc187e78f1fc257865aff38af6@masked.com,masked,masked,Dominguezside,69447,Guinea-Bissau,1940-07-17,65+,M,**** **** **** 8532,Mastercard,01,2996.09,Entreprise,0,0.0,2024-12-07,price,Alimentation,3,0.0,56,0,0.0,Mécontent,True,Paypal,Suspendu,0.0,0.0,False,Petit Acheteur
5418c3dd-ebc2-484e-bcf7-d1dd4e5ff311,5f5398091b88c00ffeccaa7c10a5e3c5,f9dc77cece7fa16f6edd2d1d64853e4b,9169bd104f0701369c1126bba348cbaf@masked.com,masked,masked,Lake Andrew,58480,Bulgaria,1962-11-22,56-65,M,**** **** **** 2128,VISA 19 digit,01,1745.53,Entreprise,5,548.54,2024-12-22,almost,Électronique,7,109.71,55,4,651.65,Neutre,False,Carte bancaire,Suspendu,1.1879717067123639,-103.11000000000001,False,Bon Client
f82e0f8a-ff33-467a-9535-78ebdefbe487,81d6f316d169150d0e8733866c38684d,e39e74fb4e80ba656f773669ed50315a,209e31fdb2b30738a004e6099dc70b3e@masked.com,masked,masked,New Cathyborough,77553,Taiwan,1941-11-01,65+,F,**** **** **** 4052,JCB 16 digit,01,3154.43,Particulier,17,880.02,2024-01-28,pull,Maison,6,51.77,54,2,286.41,Neutre,True,Carte bancaire,Suspendu,0.32545851230653855,593.6099999999999,True,Bon Client
7e619fb9-4901-49af-9c63-f6f0302ecc1a,325ba0be16b1db8711e860e8d0c91542,82052cd94092c364ff8c58e83c220605,59106d4ced779d616f84f66c6fa2ab9b@masked.com,masked,masked,Kellyborough,29086,New Caledonia,1996-11-25,26-35,M,**** **** **** 7882,VISA 16 digit,01,4295.25,Particulier,3,993.85,2024-06-05,while,Mode,1,331.28,86,3,57.23,Mécontent,False,Virement,Actif,0.057584142476228804,936.62,False,Bon Client
8ec2227f-3cc9-4e62-a9c2-b38561baf3c3,fdc0bc91363fee96b979243b648bda11,1e3218cbaaeff40cc92f4b8b9ece73e7,e77617b6443e2cebc98c9cb504a3aff0@masked.com,masked,masked,Port Sharonmouth,16439,Antigua And Barbuda,1937-09-15,65+,F,**** **** **** 9293,VISA 16 digit,01,2873.63,Entreprise,20,2461.94,2025-01-14,investment,Alimentation,6,123.1,21,0,0.0,Neutre,True,Carte bancaire,Suspendu,0.0,2461.94,True,Gros Acheteur
823daf4c-1241-4f6d-b94e-b2d388aadde8,ab31fef2cb48c49fb8b94021378dec74,1baa6ea4bbe2157449e60e88edb84cc1,0d14f0abff544415b38c47cfd5d459bc@masked.com,masked,masked,Sarahville,15795,Antigua And Barbuda,1972-01-31,46-55,F,**** **** **** 9519,JCB 16 digit,01,2436.5,Particulier,14,2582.23,2024-07-18,off,Électronique,9,184.44,68,1,61.91,Mécontent,True,Carte bancaire,Actif,0.023975401106795288,2520.32,True,Gros Acheteur
e13e0a16-8e44-4f54-b26c-e2751060b248,3cc8f90851cb7a6d40a0a8e9ea10fdb3,20f1aeb7819d7858684c898d1e98c1bb,c87c1d141318e5d1a95a161ff86c5000@masked.com,masked,masked,Lake Christopherhaven,80789,Israel,1937-09-25,65+,M,**** **** **** 0794,Mastercard,01,2701.43,Entreprise,19,9055.95,2024-12-16,center,Mode,8,476.63,94,5,339.47,Satisfait,False,Carte bancaire,Actif,0.03748585184326327,8716.480000000001,True,VIP
be3cfe27-76ed-4719-a1ae-ed52b6d99a25,7013dd8caf235788ddedee06ff8ad0ed,0ffab42260504ca68e08b5be7a778897,653efb9f1404a41324b9020c69ada107@masked.com,masked,masked,North Joseph,18868,Libyan Arab Jamahiriya,1943-03-10,65+,F,**** **** **** 4248,VISA 19 digit,01,1049.42,Particulier,10,1749.03,2025-01-18,knowledge,Alimentation,7,174.9,64,5,353.41,Très satisfait,False,Virement,Actif,0.20206057071633993,1395.62,True,Gros Acheteur
c00eb067-ee27-4770-8e34-1747cfa7f0c8,410f8051a15a4c16e5cdfccb9dbf547b,b7a71d8799cf6dd75b711a7f52de6675,ace19f816f65da7cab6f1a7c7ba9a57f@masked.com,masked,masked,Lake Brooke,36802,Kenya,2003-04-03,19-25,M,**** **** **** 9901,JCB 15 digit,01,1424.09,Particulier,8,3633.86,2024-07-16,artist,Sport,6,454.23,14,4,364.14,Mécontent,False,Virement,Suspendu,0.1002074928588333,3269.7200000000003,True,Gros Acheteur
f2b62be6-688a-4dd6-b273-a037b1de4287,dcd1491a6d7e008845beb560e4bbd93d,f00a5998c29601848a83c00a8296d8e4,e3e2b2671c5ee19e0beb5f698556e247@masked.com,masked,masked,Karinaborough,79042,Turks And Caicos Islands,1945-03-10,65+,F,**** **** **** 4002,Discover,01,4605.77,Entreprise,8,1216.35,2024-08-12,machine,Maison,8,152.04,34,4,559.55,Neutre,True,Cryptomonnaie,Suspendu,0.460023841821844,656.8,True,Gros Acheteur
a60b56ce-8473-4f7e-9f46-0bc90e60bdbf,8f22e8ff6e2be10b6bc7e6cf7b47d782,6a1a376d8169cfc1835f59ac934edbb7,66b02264f993023ff37b84967c13a194@masked.com,masked,masked,Macdonaldfurt,71494,Jamaica,1970-11-10,46-55,F,**** **** **** 6860,VISA 19 digit,01,2990.01,Particulier,14,5184.01,2023-06-14,less,Sport,8,370.29,39,0,0.0,Mécontent,True,Cryptomonnaie,Actif,0.0,5184.01,True,VIP
fb1b0bc6-1934-4163-bcd0-e8e21a29753f,d53a0abaa0cbeb339cb02898fa4fbe96,e1f6a14cd07069692017b53a8ae881f6,c3348fbe65f60a554fe5443e2bfa93b9@masked.com,masked,masked,Joburgh,49668,Canada,1990-06-21,26-35,F,**** **** **** 1763,Diners Club / Carte Blanche,01,3965.05,Entreprise,6,1017.59,2025-01-22,value,Électronique,5,169.6,65,3,324.51,Satisfait,False,Carte bancaire,Inactif,0.31890053951001873,693.08,True,Gros Acheteur
fe3c1b29-0d79-40e6-9204-adeeb72c09c0,11c83e137752d393de626052e47773ab,6c16362f64973441684cfb1ce82ec7b9,2df39cd8cb1107db6f6acd63c61ba2b6@masked.com,masked,masked,South Courtney,23114,Saudi Arabia,1982-11-04,36-45,M,**** **** **** 6536,Diners Club / Carte Blanche,01,3477.26,Particulier,20,8307.03,2024-03-22,common,Alimentation,4,415.35,39,1,84.0,Très mécontent,False,Paypal,Suspendu,0.010111917255625656,8223.03,True,VIP
1edd2555-ca1b-4031-bc32-bc1fb5ea10f5,cf91cc61b74a1feda9902ae9b9e96d9a,9d910c8bf395fce35216f0f4fa85432e,fe5af9019063c6b9079bc00a4fd9a876@masked.com,masked,masked,South Davidton,20002,Syrian Arab Republic,1936-09-12,65+,F,**** **** **** 9354,Mastercard,01,14.78,Particulier,3,1193.93,2023-04-16,color,Sport,7,397.98,16,2,321.24,Satisfait,False,Virement,Suspendu,0.26906100022614393,872.69,False,Gros Acheteur
097af542-98c6-41b3-92d1-4c67247903aa,1de6647f72fe23f908e815385dd6a28a,e8b579fe36f15209c6f167396a46b04e,d26823c54d4266801d5703adb847a254@masked.com,masked,masked,Port David,76801,Canada,1972-03-31,46-55,M,**** **** **** 2797,JCB 15 digit,01,434.24,Particulier,1,28.15,2024-08-16,remember,Mode,1,28.15,78,3,199.54,Très satisfait,True,Carte bancaire,Actif,7.088454706927176,-171.39,False,Petit Acheteur
39cb03cc-12f5-4905-96e6-9cc9dd5c341a,58091cd419f36b3852b27525492a5d46,3ae88db6f9e6f36dd211430fa71ea257,70ffc0ec6cec391f47353a9bd510e9c3@masked.com,masked,masked,Matthewtown,72819,Saint Vincent And The Grenadines,1950-08-25,65+,F,**** **** **** 0280,JCB 16 digit,01,3194.9,Particulier,6,1349.74,2023-11-02,TV,Mode,10,224.96,93,2,95.05,Mécontent,True,Carte bancaire,Suspendu,0.07042096996458577,1254.69,True,Gros Acheteur
2f242b8b-db94-409e-83a0-a37ad497eaa5,7ec9aaa8ac320fa8b83c6f7aaa8c9ca1,604c8dd5066ee30539037569a028dc9b,2d6b95334ad6cfbf3b35a640661b3ee8@masked.com,masked,masked,Davisberg,76842,Guernsey,2001-08-29,19-25,M,**** **** **** 6724,Maestro,01,3891.42,Entreprise,10,2985.2,2023-02-14,risk,Alimentation,5,298.52,68,1,6.95,Satisfait,True,Carte bancaire,Suspendu,0.002328152217606861,2978.25,True,Gros Acheteur
d5990e05-9171-4788-bb0f-47440d4716a7,b7cc289cb46d818659c3b686522490ab,f1cd318e412b5f7226e5f377a9544ff7,69590615a1ca4c6debcd1e2214155689@masked.com,masked,masked,Port Stephenbury,66986,Switzerland,1942-08-04,65+,F,**** **** **** 6080,JCB 16 digit,01,3172.03,Entreprise,18,362.14,2024-02-13,think,Électronique,10,20.12,52,4,288.14,Mécontent,True,Paypal,Inactif,0.795659137350196,74.0,True,Acheteur Régulier
fc6d592b-248a-4fe8-9bc4-62d0042a48fb,72626c2e45e149d005a0d408e80dcfea,6fa95b1427af77b3d769ae9cb853382f,7e794f1023bbd44f48157e8aaa13a4df@masked.com,masked,masked,North Hayden,7501,Denmark,2002-10-31,19-25,M,**** **** **** 7102,Maestro,01,552.56,Entreprise,17,8443.35,2024-03-04,unit,Sport,4,496.67,45,1,37.87,Mécontent,False,Carte bancaire,Suspendu,0.004485186566943215,8405.48,True,VIP
4636f901-d666-4c58-b9cf-8e906f4d3750,09d9f421fd6b551f869121b6b2941e6a,ddd11c7832824d508a1a495949fff4b5,886df428558a640d4ff13c654055b8f8@masked.com,masked,masked,South Alexandrahaven,17561,Pitcairn Islands,1934-09-20,65+,M,**** **** **** 8502,Diners Club / Carte Blanche,01,3956.76,Entreprise,8,2069.59,2024-06-05,local,Sport,0,258.7,5,5,394.23,Très satisfait,True,Virement,Inactif,0.19048700467242305,1675.3600000000001,True,Gros Acheteur
